"","Date","DateTime","isCar","Municipality_Code","Reason","Weekday","Temperature","Precipitation","Holidays","Christmas_Holidays","Sport_Holidays","Easter_Holidays","Summer_Holidays","Autumn_Holidays","Count"
"114",2012-05-08,2012-05-08 21:39:00,"1","0180","Arson","tisdag",9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
"115",2012-05-09,2012-05-09 01:29:00,"1","0180","Arson","onsdag",10.3,1.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"116",2012-05-11,2012-05-11 22:06:00,"1","0126","Arson","fredag",14.7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"117",2012-05-12,2012-05-12 02:54:00,"1","0183","Arson","lördag",8.7,3.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"118",2012-05-12,2012-05-12 03:14:00,"1","0136","Arson","lördag",8,3.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"119",2012-05-13,2012-05-13 00:32:00,"0","0120","Arson","söndag",8.9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"120",2012-05-13,2012-05-13 22:29:00,"1","0180","Arson","söndag",9.7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"121",2012-05-15,2012-05-15 01:14:00,"1","0180","Arson","tisdag",12.1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"122",2012-05-16,2012-05-16 00:55:00,"1","0127","Arson","onsdag",10,1.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"123",2012-05-17,2012-05-17 23:43:00,"1","0127","Arson","torsdag",10.8,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"124",2012-05-18,2012-05-18 00:30:00,"1","0180","Arson","fredag",11.8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
"125",2012-05-18,2012-05-18 02:04:00,"1","0188","Arson","fredag",9.9,0.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
